File,Binary.Label,Multiclass.Label
C4P29H1.jpg,healthy,healthy
C4P30E1.jpg,unhealthy,rust_level_1
C4P30E2.jpg,unhealthy,rust_level_1
C4P31E1.jpg,healthy,healthy
C4P31E2.jpg,unhealthy,rust_level_1
C4P31H2.jpg,unhealthy,rust_level_1
C4P40E2.jpg,unhealthy,rust_level_3
C5P1E1.jpg,healthy,healthy
C4P32E1.jpg,healthy,healthy
C4P32E2.jpg,unhealthy,rust_level_1
C4P37E1.jpg,healthy,healthy
C4P37E2.jpg,unhealthy,red_spider_mite
C4P37H2.jpg,unhealthy,rust_level_1
C4P38E2.jpg,unhealthy,rust_level_1
C4P39E1.jpg,healthy,healthy
C4P39E2.jpg,unhealthy,rust_level_1
C4P40E1.jpg,healthy,healthy
C5P4E2.jpg,unhealthy,rust_level_3
C5P4H1.jpg,healthy,healthy
C5P4H2.jpg,unhealthy,rust_level_2
C5P5E1.jpg,healthy,healthy
C5P5E2.jpg,unhealthy,rust_level_1
C5P5H1.jpg,healthy,healthy
C5P5H2.jpg,unhealthy,rust_level_1
C5P6E1.jpg,healthy,healthy
C5P6E2.jpg,unhealthy,rust_level_1
C5P6H1.jpg,healthy,healthy
C5P6H2.jpg,unhealthy,rust_level_1
C5P7E1.jpg,unhealthy,rust_level_1
C5P7E2.jpg,healthy,healthy
C5P7H1.jpg,unhealthy,rust_level_1
C5P7H2.jpg,healthy,healthy
C5P8E1.jpg,healthy,healthy
C5P8E2.jpg,unhealthy,rust_level_1
C5P8H1.jpg,healthy,healthy
C5P8H2.jpg,unhealthy,rust_level_1
C5P9E1.jpg,healthy,healthy
C5P9E2.jpg,unhealthy,rust_level_1
C4P24E1.jpg,healthy,healthy
C4P24H1.jpg,healthy,healthy
C4P24H2.jpg,unhealthy,rust_level_1
C4P25E1.jpg,healthy,healthy
C4P25H1.jpg,healthy,healthy
C4P25H2.jpg,unhealthy,red_spider_mite
C5P9H1.jpg,healthy,healthy
C5P9H2.jpg,unhealthy,rust_level_1
C5P10E1.jpg,unhealthy,rust_level_1
C5P10E2.jpg,healthy,healthy
C5P10H1.jpg,unhealthy,rust_level_1
C5P10H2.jpg,healthy,healthy
C5P11E1.jpg,unhealthy,rust_level_1
C5P11E2.jpg,healthy,healthy
C5P11H1.jpg,unhealthy,rust_level_1
C5P11H2.jpg,healthy,healthy
C5P12E1.jpg,unhealthy,rust_level_2
C5P12E2.jpg,healthy,healthy
C5P12H1.jpg,unhealthy,rust_level_3
C5P12H2.jpg,healthy,healthy
C5P13E1.jpg,healthy,healthy
C5P1E2.jpg,unhealthy,red_spider_mite
C5P4E1.jpg,healthy,healthy
C5P13E2.jpg,healthy,healthy
C5P13H1.jpg,healthy,healthy
C5P13H2.jpg,unhealthy,rust_level_1
C5P16E1.jpg,healthy,healthy
C5P16E2.jpg,unhealthy,rust_level_1
C5P16H1.jpg,healthy,healthy
C5P16H2.jpg,unhealthy,rust_level_1
C5P17E1.jpg,healthy,healthy
C5P17E2.jpg,unhealthy,rust_level_1
C5P17H1.jpg,healthy,healthy
C5P17H2.jpg,unhealthy,rust_level_1
C5P18E1.jpg,healthy,healthy
C5P18E2.jpg,unhealthy,rust_level_1
C5P18H1.jpg,healthy,healthy
C5P18H2.jpg,unhealthy,red_spider_mite
C5P19E1.jpg,healthy,healthy
C5P19E2.jpg,unhealthy,rust_level_1
C5P19H1.jpg,healthy,healthy
C5P19H2.jpg,unhealthy,rust_level_1
C5P1H1.jpg,healthy,healthy
C5P21E1.jpg,healthy,healthy
C5P1H2.jpg,unhealthy,red_spider_mite
C5P21E2.jpg,unhealthy,rust_level_1
C5P21H1.jpg,healthy,healthy
C5P21H2.jpg,unhealthy,rust_level_1
C5P2E1.jpg,healthy,healthy
C5P22E1.jpg,healthy,healthy
C5P22E2.jpg,unhealthy,rust_level_1
C5P2E2.jpg,unhealthy,red_spider_mite
C5P22H1.jpg,healthy,healthy
C5P2H1.jpg,healthy,healthy
C5P22H2.jpg,unhealthy,rust_level_1
C5P24E1.jpg,healthy,healthy
C5P2H2.jpg,unhealthy,red_spider_mite
C5P28E2.jpg,healthy,healthy
C5P24E2.jpg,unhealthy,red_spider_mite
C5P24H2.jpg,unhealthy,red_spider_mite
C5P24H1.jpg,healthy,healthy
C5P26H1.jpg,healthy,healthy
C5P25E1.jpg,healthy,healthy
C5P28H1.jpg,unhealthy,rust_level_1
C5P25E2.jpg,unhealthy,rust_level_1
C5P26H2.jpg,unhealthy,rust_level_4
C5P27E1.jpg,healthy,healthy
C5P25H1.jpg,healthy,healthy
C5P27H1.jpg,healthy,healthy
C5P27H2.jpg,healthy,healthy
C5P28E1.jpg,unhealthy,rust_level_1
C5P32H1.jpg,healthy,healthy
C5P32H2.jpg,healthy,healthy
C5P33E1.jpg,unhealthy,rust_level_2
C5P33E2.jpg,healthy,healthy
C5P33H1.jpg,unhealthy,rust_level_2
C5P25H2.jpg,unhealthy,rust_level_1
C5P33H2.jpg,healthy,healthy
C5P35E1.jpg,healthy,healthy
C5P35E2.jpg,unhealthy,rust_level_2
C5P35H1.jpg,healthy,healthy
C5P35H2.jpg,unhealthy,rust_level_2
C5P37E1.jpg,unhealthy,rust_level_1
C5P37E2.jpg,healthy,healthy
C5P37H1.jpg,healthy,healthy
C5P37H2.jpg,unhealthy,rust_level_1
C5P38E1.jpg,healthy,healthy
C5P38E2.jpg,unhealthy,rust_level_1
C5P38H1.jpg,healthy,healthy
C5P38H2.jpg,unhealthy,rust_level_1
C5P39E1.jpg,healthy,healthy
C5P39E2.jpg,unhealthy,red_spider_mite
C5P26E1.jpg,healthy,healthy
C5P39H1.jpg,healthy,healthy
C5P39H2.jpg,unhealthy,red_spider_mite
C5P26E2.jpg,unhealthy,rust_level_2
C5P40E1.jpg,healthy,healthy
C5P40E2.jpg,unhealthy,rust_level_1
C5P40H1.jpg,healthy,healthy
C5P30H2.jpg,healthy,healthy
C5P40H2.jpg,unhealthy,rust_level_1
C5P31E1.jpg,healthy,healthy
C6P1E1.jpg,healthy,healthy
C6P1E2.jpg,unhealthy,rust_level_1
C6P1H1.jpg,healthy,healthy
C6P1H2.jpg,unhealthy,rust_level_1
C6P3E1.jpg,healthy,healthy
C6P3E2.jpg,unhealthy,rust_level_1
C6P3H1.jpg,healthy,healthy
C6P3H2.jpg,unhealthy,rust_level_1
C6P4E1.jpg,healthy,healthy
C6P4E2.jpg,unhealthy,rust_level_2
C6P4H1.jpg,healthy,healthy
C6P4H2.jpg,unhealthy,rust_level_2
C6P5E1.jpg,unhealthy,rust_level_1
C6P5E2.jpg,healthy,healthy
C6P5H1.jpg,unhealthy,rust_level_1
C5P31E2.jpg,unhealthy,rust_level_1
C5P31H1.jpg,healthy,healthy
C5P31H2.jpg,unhealthy,rust_level_1
C5P32E1.jpg,healthy,healthy
C5P32E2.jpg,unhealthy,rust_level_1
C6P8H2.jpg,unhealthy,rust_level_1
C6P9E1.jpg,healthy,healthy
C6P9E2.jpg,unhealthy,red_spider_mite
C6P9H1.jpg,healthy,healthy
C6P9H2.jpg,unhealthy,red_spider_mite
C6P10E1.jpg,healthy,healthy
C6P10E2.jpg,unhealthy,rust_level_1
C6P10H1.jpg,healthy,healthy
C6P10H2.jpg,unhealthy,rust_level_1
C6P11E1.jpg,healthy,healthy
C6P11E2.jpg,unhealthy,red_spider_mite
C6P11H1.jpg,healthy,healthy
C6P5H2.jpg,healthy,healthy
C6P11H2.jpg,unhealthy,rust_level_1
C6P6E1.jpg,healthy,healthy
C6P12E1.jpg,healthy,healthy
C6P6E2.jpg,unhealthy,rust_level_1
C6P12E2.jpg,unhealthy,rust_level_1
C6P12H1.jpg,healthy,healthy
C6P12H2.jpg,unhealthy,red_spider_mite
C6P13E1.jpg,healthy,healthy
C6P13E2.jpg,unhealthy,rust_level_2
C6P13H1.jpg,healthy,healthy
C6P13H2.jpg,unhealthy,rust_level_2
C6P14E1.jpg,healthy,healthy
C6P14E2.jpg,healthy,healthy
C6P14H1.jpg,healthy,healthy
C6P14H2.jpg,unhealthy,rust_level_1
C6P16E1.jpg,healthy,healthy
C6P16E2.jpg,unhealthy,rust_level_1
C6P16H1.jpg,healthy,healthy
C6P16H2.jpg,unhealthy,rust_level_1
C6P20E1.jpg,healthy,healthy
C6P6H1.jpg,healthy,healthy
C6P20E2.jpg,unhealthy,rust_level_2
C6P6H2.jpg,unhealthy,red_spider_mite
C6P8E1.jpg,healthy,healthy
C6P20H1.jpg,healthy,healthy
C6P8E2.jpg,unhealthy,rust_level_1
C6P20H2.jpg,unhealthy,rust_level_2
C6P8H1.jpg,healthy,healthy
C6P21H1.jpg,unhealthy,rust_level_1
C6P21H2.jpg,healthy,healthy
C6P21E1.jpg,unhealthy,rust_level_1
C6P22E1.jpg,healthy,healthy
C6P21E2.jpg,healthy,healthy
C6P24E2.jpg,unhealthy,rust_level_1
C6P22E2.jpg,unhealthy,red_spider_mite
C6P24H1.jpg,healthy,healthy
C6P22H1.jpg,healthy,healthy
C6P24H2.jpg,unhealthy,rust_level_1
C6P22H2.jpg,unhealthy,red_spider_mite
C6P25E1.jpg,healthy,healthy
C6P24E1.jpg,healthy,healthy
C6P25E2.jpg,healthy,healthy
C6P25H1.jpg,unhealthy,rust_level_1
C6P27E1.jpg,unhealthy,rust_level_2
C6P27E2.jpg,healthy,healthy
C6P25H2.jpg,healthy,healthy
C6P27H1.jpg,unhealthy,rust_level_2
C6P28H2.jpg,unhealthy,rust_level_1
C6P27H2.jpg,healthy,healthy
C6P29E1.jpg,healthy,healthy
C6P28E1.jpg,healthy,healthy
C6P29E2.jpg,healthy,healthy
C6P28E2.jpg,unhealthy,rust_level_1
C6P29H1.jpg,healthy,healthy
C6P29H2.jpg,healthy,healthy
C6P31E1.jpg,unhealthy,rust_level_1
C6P31E2.jpg,healthy,healthy
C6P33H1.jpg,healthy,healthy
C6P34E1.jpg,unhealthy,rust_level_1
C6P34E2.jpg,healthy,healthy
C6P34H1.jpg,unhealthy,rust_level_1
C6P34H2.jpg,healthy,healthy
C6P35E1.jpg,healthy,healthy
C6P35E2.jpg,unhealthy,rust_level_1
C6P35H1.jpg,healthy,healthy
C6P35H2.jpg,unhealthy,rust_level_1
C6P36E1.jpg,healthy,healthy
C6P36E2.jpg,unhealthy,red_spider_mite
C6P36H1.jpg,healthy,healthy
C6P36H2.jpg,unhealthy,red_spider_mite
C6P37E1.jpg,unhealthy,rust_level_1
C6P37E2.jpg,healthy,healthy
C6P37H1.jpg,unhealthy,rust_level_2
C6P37H2.jpg,healthy,healthy
C6P39E1.jpg,healthy,healthy
C6P39E2.jpg,unhealthy,rust_level_1
C6P39H1.jpg,healthy,healthy
C6P39H2.jpg,unhealthy,rust_level_1
C5P28H2.jpg,healthy,healthy
C5P29E1.jpg,healthy,healthy
C5P29E2.jpg,unhealthy,rust_level_1
C5P29H1.jpg,healthy,healthy
C5P29H2.jpg,unhealthy,rust_level_1
C5P30E1.jpg,unhealthy,rust_level_1
C5P30E2.jpg,healthy,healthy
C5P30H1.jpg,unhealthy,rust_level_1
C6P40E1.jpg,healthy,healthy
C6P40E2.jpg,unhealthy,red_spider_mite
C6P40H1.jpg,healthy,healthy
C6P40H2.jpg,unhealthy,red_spider_mite
C7P2E1.jpg,unhealthy,rust_level_1
C7P2E2.jpg,healthy,healthy
C7P2H1.jpg,unhealthy,rust_level_1
C7P2H2.jpg,healthy,healthy
C7P3E1.jpg,unhealthy,rust_level_1
C7P3E2.jpg,healthy,healthy
C6P28H1.jpg,healthy,healthy
C7P5E1.jpg,unhealthy,rust_level_1
C7P5E2.jpg,healthy,healthy
C7P5H1.jpg,unhealthy,rust_level_1
C7P5H2.jpg,healthy,healthy
C7P6E1.jpg,unhealthy,rust_level_1
C7P6E2.jpg,unhealthy,red_spider_mite
C7P6H1.jpg,unhealthy,rust_level_1
C7P6H2.jpg,unhealthy,red_spider_mite
C6P31H1.jpg,unhealthy,rust_level_1
C6P31H2.jpg,healthy,healthy
C6P32E1.jpg,unhealthy,rust_level_1
C6P32E2.jpg,healthy,healthy
C6P32H1.jpg,unhealthy,rust_level_1
C6P32H2.jpg,healthy,healthy
C6P33E1.jpg,healthy,healthy
C7P3H1.jpg,unhealthy,rust_level_1
C7P3H2.jpg,healthy,healthy
C7P9E2.jpg,healthy,healthy
C7P9H1.jpg,healthy,healthy
C7P9H2.jpg,healthy,healthy
C7P10E1.jpg,healthy,healthy
C7P10E2.jpg,unhealthy,rust_level_1
C7P10H1.jpg,healthy,healthy
C7P10H2.jpg,unhealthy,rust_level_1
C7P11E1.jpg,unhealthy,rust_level_1
C7P11E2.jpg,healthy,healthy
C7P11H1.jpg,unhealthy,rust_level_1
C7P11H2.jpg,healthy,healthy
C7P12E1.jpg,unhealthy,red_spider_mite
C7P12E2.jpg,unhealthy,rust_level_1
C7P12H1.jpg,unhealthy,red_spider_mite
C7P12H2.jpg,unhealthy,rust_level_1
C7P13E1.jpg,healthy,healthy
C7P13E2.jpg,healthy,healthy
C7P13H1.jpg,healthy,healthy
C7P13H2.jpg,healthy,healthy
C7P15E1.jpg,unhealthy,rust_level_3
C7P15E2.jpg,healthy,healthy
C7P15H1.jpg,unhealthy,rust_level_3
C7P15H2.jpg,healthy,healthy
C7P16E1.jpg,unhealthy,rust_level_2
C7P16E2.jpg,unhealthy,rust_level_1
C7P16H1.jpg,unhealthy,rust_level_1
C7P16H2.jpg,unhealthy,rust_level_1
C7P17E1.jpg,healthy,healthy
C7P17E2.jpg,unhealthy,rust_level_3
C7P17H1.jpg,healthy,healthy
C7P17H2.jpg,unhealthy,rust_level_2
C7P18E1.jpg,unhealthy,rust_level_1
C7P18E2.jpg,healthy,healthy
C7P18H1.jpg,unhealthy,rust_level_1
C7P18H2.jpg,healthy,healthy
C7P19E1.jpg,unhealthy,rust_level_1
C7P19E2.jpg,healthy,healthy
C7P19H1.jpg,unhealthy,rust_level_1
C7P19H2.jpg,healthy,healthy
C7P20E1.jpg,healthy,healthy
C7P20E2.jpg,unhealthy,rust_level_2
C7P20H1.jpg,healthy,healthy
C7P20H2.jpg,unhealthy,rust_level_2
C7P21E1.jpg,healthy,healthy
C7P21E2.jpg,unhealthy,rust_level_1
C7P21H1.jpg,healthy,healthy
C7P21H2.jpg,unhealthy,rust_level_1
C7P22E1.jpg,unhealthy,rust_level_3
C7P22E2.jpg,healthy,healthy
C7P22H1.jpg,unhealthy,rust_level_3
C7P22H2.jpg,healthy,healthy
C7P23E1.jpg,healthy,healthy
C7P23E2.jpg,unhealthy,rust_level_1
C7P23H1.jpg,healthy,healthy
C7P23H2.jpg,healthy,healthy
C7P24E1.jpg,healthy,healthy
C7P24E2.jpg,unhealthy,rust_level_1
C7P24H1.jpg,healthy,healthy
C7P24H2.jpg,unhealthy,rust_level_1
C7P25E1.jpg,unhealthy,rust_level_2
C7P25E2.jpg,healthy,healthy
C7P25H1.jpg,unhealthy,rust_level_2
C7P25H2.jpg,healthy,healthy
C7P28E1.jpg,healthy,healthy
C7P28E2.jpg,unhealthy,rust_level_2
C7P28H1.jpg,healthy,healthy
C7P28H2.jpg,unhealthy,rust_level_3
C7P29E1.jpg,healthy,healthy
C7P29E2.jpg,unhealthy,rust_level_1
C7P29H1.jpg,healthy,healthy
C7P29H2.jpg,unhealthy,rust_level_1
C7P30E1.jpg,unhealthy,rust_level_1
C7P30E2.jpg,healthy,healthy
C7P30H1.jpg,unhealthy,rust_level_1
C7P30H2.jpg,healthy,healthy
C7P31E1.jpg,healthy,healthy
C7P31E2.jpg,unhealthy,red_spider_mite
C7P31H1.jpg,healthy,healthy
C7P31H2.jpg,unhealthy,red_spider_mite
C7P32E1.jpg,unhealthy,rust_level_1
C7P32E2.jpg,healthy,healthy
C7P32H1.jpg,unhealthy,rust_level_1
C7P32H2.jpg,healthy,healthy
C7P33E1.jpg,unhealthy,rust_level_1
C7P33E2.jpg,healthy,healthy
C7P33H1.jpg,unhealthy,rust_level_1
C7P33H2.jpg,healthy,healthy
C7P34E1.jpg,unhealthy,rust_level_2
C7P34E2.jpg,healthy,healthy
C7P34H1.jpg,unhealthy,rust_level_2
C7P34H2.jpg,healthy,healthy
C7P35E1.jpg,healthy,healthy
C7P7E1.jpg,healthy,healthy
C7P7E2.jpg,unhealthy,rust_level_1
C7P7H1.jpg,healthy,healthy
C7P7H2.jpg,unhealthy,rust_level_1
C7P8E1.jpg,unhealthy,rust_level_2
C7P8E2.jpg,healthy,healthy
C7P8H1.jpg,unhealthy,rust_level_2
C7P8H2.jpg,healthy,healthy
C7P9E1.jpg,unhealthy,rust_level_1
C7P35E2.jpg,unhealthy,rust_level_1
C7P35H1.jpg,healthy,healthy
C7P35H2.jpg,unhealthy,rust_level_1
C7P36E1.jpg,healthy,healthy
C7P36E2.jpg,unhealthy,rust_level_2
C7P36H1.jpg,healthy,healthy
C7P36H2.jpg,unhealthy,rust_level_2
C7P38E1.jpg,healthy,healthy
C7P38E2.jpg,unhealthy,rust_level_2
C7P38H1.jpg,healthy,healthy
C7P38H2.jpg,unhealthy,red_spider_mite
C7P39E1.jpg,healthy,healthy
C7P39E2.jpg,unhealthy,red_spider_mite
C7P39H1.jpg,healthy,healthy
C7P39H2.jpg,unhealthy,red_spider_mite
C7P40E1.jpg,healthy,healthy
C7P40E2.jpg,unhealthy,rust_level_1
C7P40H1.jpg,healthy,healthy
C7P40H2.jpg,unhealthy,rust_level_1
C8P1E1.jpg,healthy,healthy
C8P1E2.jpg,healthy,healthy
C8P1H1.jpg,healthy,healthy
C8P1H2.jpg,healthy,healthy
C8P3E1.jpg,unhealthy,rust_level_1
C8P3E2.jpg,healthy,healthy
C8P3H1.jpg,unhealthy,rust_level_1
C8P3H2.jpg,healthy,healthy
C8P4E1.jpg,unhealthy,rust_level_1
C8P4E2.jpg,healthy,healthy
C8P4H1.jpg,unhealthy,rust_level_1
C8P4H2.jpg,healthy,healthy
C8P5E1.jpg,unhealthy,rust_level_1
C8P5E2.jpg,healthy,healthy
C8P5H1.jpg,unhealthy,rust_level_1
C8P5H2.jpg,healthy,healthy
C8P6E1.jpg,healthy,healthy
C8P6H1.jpg,healthy,healthy
C8P8E1.jpg,unhealthy,red_spider_mite
C8P8H1.jpg,unhealthy,red_spider_mite
C8P8H2.jpg,healthy,healthy
C8P10E1.jpg,healthy,healthy
C8P10E2.jpg,healthy,healthy
C8P10H1.jpg,healthy,healthy
C8P10H2.jpg,unhealthy,rust_level_1
C8P11E1.jpg,healthy,healthy
C8P11E2.jpg,unhealthy,rust_level_1
C8P11H1.jpg,healthy,healthy
C8P11H2.jpg,unhealthy,rust_level_1
C8P12E1.jpg,unhealthy,rust_level_1
C8P12E2.jpg,healthy,healthy
C8P12H1.jpg,healthy,healthy
C8P12H2.jpg,healthy,healthy
C8P13E1.jpg,healthy,healthy
C8P13E2.jpg,healthy,healthy
C8P13H1.jpg,unhealthy,rust_level_1
C8P13H2.jpg,healthy,healthy
C8P14E1.jpg,unhealthy,rust_level_1
C8P14E2.jpg,unhealthy,rust_level_1
C8P14H1.jpg,unhealthy,rust_level_1
C8P14H2.jpg,unhealthy,rust_level_1
C8P15E1.jpg,healthy,healthy
C8P15E2.jpg,healthy,healthy
C8P15H1.jpg,healthy,healthy
C8P15H2.jpg,healthy,healthy
C8P16E1.jpg,unhealthy,rust_level_1
C8P16E2.jpg,healthy,healthy
C8P16H1.jpg,unhealthy,rust_level_1
C8P16H2.jpg,healthy,healthy
C8P17E1.jpg,unhealthy,rust_level_2
C8P17E2.jpg,unhealthy,rust_level_1
C8P17H1.jpg,unhealthy,rust_level_2
C8P17H2.jpg,unhealthy,rust_level_1
C8P18E1.jpg,healthy,healthy
C8P18E2.jpg,unhealthy,rust_level_1
C8P18H1.jpg,healthy,healthy
C8P18H2.jpg,unhealthy,rust_level_1
C8P19E1.jpg,healthy,healthy
C8P19E2.jpg,unhealthy,rust_level_2
C8P19H1.jpg,healthy,healthy
C8P19H2.jpg,unhealthy,rust_level_2
C8P21E1.jpg,healthy,healthy
C8P21E2.jpg,healthy,healthy
C8P21H1.jpg,healthy,healthy
C8P21H2.jpg,healthy,healthy
C8P22E1.jpg,unhealthy,rust_level_1
C8P22E2.jpg,unhealthy,rust_level_2
C8P22H1.jpg,unhealthy,rust_level_1
C8P22H2.jpg,unhealthy,rust_level_2
C8P23E1.jpg,healthy,healthy
C8P23E2.jpg,unhealthy,rust_level_1
C8P23H1.jpg,healthy,healthy
C8P26E2.jpg,unhealthy,rust_level_1
C8P23H2.jpg,unhealthy,rust_level_1
C8P24E1.jpg,healthy,healthy
C8P24H1.jpg,healthy,healthy
C8P24H2.jpg,unhealthy,rust_level_2
C8P25E1.jpg,healthy,healthy
C8P25E2.jpg,healthy,healthy
C8P25H1.jpg,healthy,healthy
C8P25H2.jpg,healthy,healthy
C8P26H2.jpg,unhealthy,rust_level_1
C8P28E1.jpg,healthy,healthy
C8P28E2.jpg,unhealthy,rust_level_1
C8P28H1.jpg,healthy,healthy
C8P28H2.jpg,unhealthy,rust_level_1
C8P29E1.jpg,healthy,healthy
C8P29E2.jpg,unhealthy,rust_level_2
C8P29H2.jpg,unhealthy,rust_level_2
C8P29H1.jpg,healthy,healthy
C8P30E1.jpg,unhealthy,rust_level_1
C8P30E2.jpg,healthy,healthy
C8P30H1.jpg,unhealthy,rust_level_2
C8P30H2.jpg,healthy,healthy
C8P31E1.jpg,healthy,healthy
C8P31E2.jpg,healthy,healthy
C8P31H1.jpg,healthy,healthy
C8P31H2.jpg,healthy,healthy
C8P34E1.jpg,unhealthy,rust_level_2
C8P34E2.jpg,healthy,healthy
C8P34H1.jpg,unhealthy,rust_level_2
C8P34H2.jpg,healthy,healthy
C8P35E1.jpg,unhealthy,rust_level_1
C8P35E2.jpg,healthy,healthy
C8P35H1.jpg,unhealthy,rust_level_1
C8P35H2.jpg,healthy,healthy
C8P37E1.jpg,healthy,healthy
C8P37E2.jpg,unhealthy,rust_level_1
C8P37H1.jpg,healthy,healthy
C8P37H2.jpg,unhealthy,rust_level_2
C8P38E1.jpg,unhealthy,rust_level_2
C8P38E2.jpg,healthy,healthy
C8P38H1.jpg,unhealthy,rust_level_1
C8P38H2.jpg,healthy,healthy
C8P39E1.jpg,healthy,healthy
C8P39E2.jpg,unhealthy,rust_level_1
C8P39H1.jpg,healthy,healthy
C8P39H2.jpg,unhealthy,rust_level_1
C9P3E1.jpg,unhealthy,rust_level_1
C9P3E2.jpg,unhealthy,rust_level_1
C9P3H1.jpg,unhealthy,rust_level_1
